PlayerName,Team,Pos,Age,MP,Starts,Min,90s,Non_Penalty_Goals,npxG_Non_Penalty_xG,Shots_Total,Assists,xAG_Exp_Assisted_Goals,npxG_plus_xAG,Shot_Creating_Actions,Passes_Attempted,Pass_Completion_Percentage,Progressive_Passes,Progressive_Carries,Successful_Take_Ons,Touches_Att_Pen,Progressive_Passes_Rec,Tackles,Interceptions,Blocks,Clearances,Aerials_Won
Maxence Caqueret,Lyon,MF,24.0,9.0,6.0,573.0,6.4,0.0,0.11,1.1,0.0,0.06,0.17,2.2,53.87,79.9,7.85,2.2,1.1,1.73,2.36,3.3,1.1,1.88,0.31,0.16
Melvin Bard,Nice,FB,24.0,13.0,11.0,960.0,10.7,0.09,0.13,0.94,0.0,0.04,0.17,1.31,48.94,73.8,3.47,2.06,1.03,1.22,2.91,3.0,1.13,1.59,3.0,1.03
Michael Amir Murillo,Marseille,CB,28.0,19.0,16.0,1514.0,16.8,0.0,0.05,0.59,0.12,0.12,0.17,1.96,66.82,88.7,5.05,1.13,0.54,1.13,3.33,1.96,0.71,0.65,2.56,1.61
Mickael Nade,Saint-Étienne,CB,25.0,12.0,11.0,1046.0,11.6,0.09,0.06,0.26,0.09,0.03,0.09,0.69,57.65,88.5,3.27,0.86,0.17,0.52,0.09,2.84,1.81,1.63,4.13,1.2
Mikayil Ngor Faye,Rennes,CB,20.0,10.0,6.0,598.0,6.6,0.0,0.05,0.6,0.0,0.0,0.05,0.45,69.08,88.5,4.52,1.66,0.3,0.9,0.6,1.81,1.35,0.75,3.76,1.2
Mitchel Bakker,Lille,FB,24.0,13.0,6.0,563.0,6.3,0.32,0.34,2.08,0.16,0.16,0.5,2.88,54.83,79.9,3.84,3.52,1.12,3.36,8.63,2.72,1.44,0.64,1.44,0.48
Modibo Sagnan,Montpellier,CB,25.0,19.0,17.0,1555.0,17.3,0.12,0.04,0.58,0.0,0.03,0.08,0.58,40.86,87.8,1.97,0.64,0.46,0.98,0.12,2.6,1.39,1.16,5.04,1.79
Mohamed Abdelmoneim,Nice,CB,26.0,8.0,7.0,608.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.44,48.55,87.5,3.85,0.3,0.15,0.15,0.44,2.52,1.92,0.89,5.77,3.26
Mohamed Ali Cho,Nice,AM,21.0,16.0,14.0,1052.0,11.7,0.26,0.18,1.71,0.17,0.23,0.41,3.42,25.58,69.2,2.82,3.76,1.03,3.85,7.53,0.68,0.09,1.03,0.43,0.68
Mohammed Salisu,Monaco,CB,25.0,13.0,11.0,1020.0,11.3,0.09,0.07,0.71,0.0,0.01,0.07,1.24,68.29,85.4,6.0,0.71,0.0,1.24,0.26,2.47,1.41,0.88,4.76,3.09
Moïse Bombito,Nice,CB,24.0,15.0,13.0,1192.0,13.2,0.0,0.05,0.3,0.0,0.0,0.05,0.6,55.65,90.4,3.47,1.06,0.6,0.38,0.3,1.28,0.68,1.36,5.44,1.59
Moses Simon,Nantes,AM,29.0,18.0,18.0,1519.0,16.9,0.18,0.11,1.72,0.36,0.19,0.3,3.85,29.62,61.8,2.13,5.63,2.49,4.56,8.24,0.59,0.53,0.59,0.59,0.3
Mostafa Mohamed,Nantes,FW,27.0,17.0,5.0,616.0,6.8,0.44,0.45,3.51,0.0,0.03,0.47,1.17,17.53,58.3,2.19,1.31,0.73,7.45,4.38,1.46,0.29,0.58,1.9,3.36
Moussa Niakhate,Lyon,CB,28.0,17.0,16.0,1466.0,16.3,0.0,0.01,0.12,0.0,0.01,0.02,0.68,60.04,90.1,3.5,0.92,0.12,0.31,0.12,1.66,0.74,0.98,4.79,1.23
Musa Al-Taamari,Montpellier,AM,27.0,15.0,12.0,1116.0,12.4,0.16,0.21,2.18,0.08,0.12,0.33,2.82,24.52,77.3,2.42,4.44,1.85,4.44,6.13,1.13,0.24,0.16,0.24,0.65
Nathan Zeze,Nantes,CB,19.0,12.0,12.0,1043.0,11.6,0.0,0.02,0.35,0.0,0.0,0.02,0.6,49.88,85.8,2.59,0.17,0.17,0.35,0.0,2.24,1.47,1.55,7.51,1.64
Neal Maupay,Marseille,FW,28.0,15.0,12.0,839.0,9.3,0.32,0.35,1.61,0.43,0.24,0.59,2.04,25.32,82.2,3.0,0.86,0.43,3.86,6.22,0.75,0.21,0.43,0.0,0.43
Neil El Aynaoui,Lens,MF,23.0,11.0,4.0,478.0,5.3,0.19,0.09,0.75,0.0,0.15,0.24,2.26,55.54,86.8,5.84,1.13,0.38,1.13,2.45,2.82,0.94,2.26,2.07,1.13
Nemanja Matić,Lyon,MF,36.0,16.0,15.0,1266.0,14.1,0.0,0.0,0.07,0.0,0.06,0.06,2.35,59.72,85.4,7.32,1.92,0.5,1.85,0.85,1.78,0.85,1.14,1.28,0.78
Ngal'Ayel Mukau,Lille,MF,20.0,13.0,8.0,728.0,8.1,0.0,0.04,0.74,0.0,0.04,0.06,1.48,53.04,90.9,4.7,1.48,0.37,0.49,2.47,2.72,1.48,1.11,1.85,1.48
Nhoa Sangui,Reims,FB,18.0,17.0,6.0,737.0,8.2,0.0,0.01,0.37,0.12,0.04,0.05,1.34,49.34,82.4,3.42,0.73,0.73,0.85,4.52,1.1,0.49,0.85,1.83,0.37
Nicolas Cozza,Nantes,FB,26.0,17.0,15.0,1367.0,15.2,0.07,0.07,0.72,0.0,0.09,0.16,1.05,34.7,76.1,2.96,1.19,0.33,1.58,2.04,2.3,0.99,1.05,2.96,0.86
Nicolas Pallois,Nantes,CB,37.0,15.0,13.0,1172.0,13.0,0.0,0.0,0.15,0.08,0.01,0.01,0.46,37.63,85.5,1.84,0.15,0.15,0.08,0.23,2.53,1.31,1.61,8.22,1.23
Nicolás Tagliafico,Lyon,FB,32.0,12.0,12.0,1026.0,11.4,0.18,0.14,1.49,0.09,0.04,0.18,1.14,65.53,85.9,5.18,1.4,0.09,2.11,2.54,3.07,2.19,1.32,2.54,1.84
Nikola Maksimović,Montpellier,CB,33.0,7.0,7.0,581.0,6.5,0.0,0.0,0.15,0.0,0.0,0.02,1.24,48.02,92.9,1.7,0.15,0.31,0.62,0.0,1.39,0.93,0.77,4.65,1.24
Nuno Mendes,Paris S-G,FB,22.0,13.0,12.0,992.0,11.0,0.0,0.08,0.82,0.09,0.2,0.28,3.81,82.11,86.6,7.44,3.45,1.63,2.18,6.26,1.72,1.09,1.27,2.09,0.91
Osame Sahraoui,Lille,AM,23.0,19.0,8.0,988.0,11.0,0.27,0.24,1.91,0.27,0.28,0.52,4.83,41.9,85.0,6.19,5.01,2.28,5.37,11.3,0.82,0.55,1.0,0.46,0.0
Oumar Diakité,Reims,FW,21.0,18.0,17.0,1304.0,14.5,0.28,0.3,1.52,0.07,0.07,0.37,2.42,20.22,82.9,2.62,1.31,1.24,3.31,4.9,1.04,0.14,0.76,0.48,1.52
Ousmane Dembélé,Paris S-G,AM,27.0,18.0,13.0,1114.0,12.4,1.05,0.65,4.69,0.32,0.48,1.14,5.98,58.98,79.0,7.19,7.03,2.34,8.48,13.09,0.57,0.57,0.16,0.0,0.32
Oussama Targhalline,Le Havre,MF,22.0,14.0,12.0,990.0,11.0,0.0,0.01,0.45,0.0,0.06,0.08,1.82,39.73,79.6,6.0,2.27,0.45,1.0,3.09,1.73,1.73,1.27,1.27,0.73
Pablo Rosario,Nice,MF,28.0,17.0,14.0,1181.0,13.1,0.0,0.11,0.61,0.08,0.02,0.14,1.75,39.7,85.8,4.12,0.76,0.46,1.07,0.91,1.14,1.68,0.91,2.36,1.22
Paul Joly,Auxerre,FB,24.0,14.0,8.0,726.0,8.1,0.0,0.05,0.99,0.12,0.14,0.19,2.73,55.66,68.4,4.46,2.48,0.62,1.36,5.83,4.21,2.48,1.61,3.1,1.24
Pedro Chirivella,Nantes,MF,27.0,19.0,18.0,1511.0,16.8,0.0,0.01,0.18,0.12,0.07,0.08,2.08,57.6,83.1,6.08,0.36,0.12,0.12,0.89,1.61,0.6,0.66,2.14,0.42
Pierre Ekwah Elimby,Saint-Étienne,MF,23.0,16.0,16.0,1405.0,15.6,0.0,0.01,0.38,0.0,0.04,0.06,1.28,52.53,88.0,4.68,0.58,0.64,0.0,0.38,1.86,1.47,0.96,3.14,0.77
Pierre Højbjerg,Marseille,MF,29.0,19.0,19.0,1705.0,18.9,0.11,0.08,1.16,0.05,0.1,0.18,3.27,93.96,92.2,8.08,1.21,0.21,1.74,1.32,2.22,1.58,1.21,1.32,0.84
Przemysław Frankowski,Lens,FB,29.0,18.0,16.0,1387.0,15.4,0.13,0.05,0.91,0.13,0.16,0.21,2.98,70.86,80.1,7.59,2.14,0.39,2.47,6.16,2.08,1.23,0.65,1.82,0.52
Quentin Merlin,Marseille,FB,22.0,13.0,11.0,896.0,10.0,0.1,0.08,1.31,0.3,0.18,0.25,3.42,68.3,83.5,5.12,1.81,0.3,2.61,9.24,1.0,1.0,0.9,1.31,0.5
Rabby Nzingoula,Strasbourg,MF,19.0,0.0,0.0,0.0,0.0,0.09,0.06,0.99,0.0,0.14,0.2,1.53,29.07,74.3,2.43,1.26,1.17,1.26,2.43,3.33,1.89,1.17,1.53,1.08
Rabby Nzingoula,Montpellier,MF,19.0,16.0,12.0,1000.0,11.1,0.09,0.06,0.99,0.0,0.14,0.2,1.53,29.07,74.3,2.43,1.26,1.17,1.26,2.43,3.33,1.89,1.17,1.53,1.08
Rasmus Nicolaisen,Toulouse,CB,27.0,7.0,7.0,623.0,6.9,0.0,0.06,0.72,0.14,0.03,0.1,1.3,55.62,88.1,3.9,0.43,0.14,1.16,0.29,0.87,1.44,1.44,3.61,3.03
Rassoul Ndiaye,Le Havre,MF,23.0,16.0,11.0,909.0,10.1,0.1,0.15,1.29,0.0,0.05,0.2,1.49,37.62,73.4,3.66,0.4,0.1,1.58,2.28,2.38,0.89,1.19,1.68,0.99
Rayan Cherki,Lyon,AM,21.0,16.0,11.0,976.0,10.8,0.28,0.21,2.21,0.37,0.49,0.7,7.19,57.45,77.5,9.87,3.69,2.95,5.9,8.11,0.65,0.37,0.46,0.37,0.28
Rayan Raveloson,Auxerre,MF,28.0,13.0,7.0,724.0,8.0,0.12,0.1,1.99,0.0,0.02,0.12,2.11,38.91,86.6,3.85,0.62,0.87,1.37,1.49,0.75,0.62,0.99,2.73,0.99
Rémy Cabella,Lille,AM,34.0,18.0,9.0,757.0,8.4,0.0,0.31,2.73,0.24,0.23,0.54,5.23,63.73,81.3,5.83,4.04,1.43,4.87,11.77,3.69,0.95,0.95,0.36,0.12
Rémy Labeau Lascary,Lens,FW,21.0,14.0,6.0,637.0,7.1,0.28,0.35,1.98,0.14,0.16,0.51,2.83,24.58,73.0,0.99,2.4,1.7,4.38,10.03,2.26,0.14,0.71,0.99,0.85
Romain Del Castillo,Brest,AM,28.0,18.0,12.0,1024.0,11.4,0.18,0.12,1.23,0.26,0.23,0.35,4.92,48.87,69.2,4.22,2.11,1.41,3.16,8.17,2.2,0.53,1.32,0.26,0.7
Romain Faivre,Brest,AM,26.0,14.0,8.0,675.0,7.5,0.13,0.15,1.6,0.27,0.12,0.27,2.93,35.07,83.7,4.0,2.27,1.6,2.93,3.6,1.47,0.4,0.67,0.4,0.93
Saïd Benrahma,Lyon,AM,29.0,13.0,9.0,735.0,8.2,0.12,0.24,2.08,0.37,0.26,0.49,3.31,43.84,72.1,3.92,5.02,0.98,4.16,13.35,1.1,0.37,0.73,0.24,0.0
Saidou Sow,Strasbourg,CB,22.0,12.0,11.0,1018.0,11.3,0.0,0.02,0.3,0.08,0.02,0.04,0.68,55.37,90.0,1.5,0.08,0.08,0.6,0.15,0.9,1.43,1.35,3.61,1.35
Saidou Sow,Nantes,CB,22.0,2.0,2.0,180.0,2.0,0.0,0.02,0.3,0.08,0.02,0.04,0.68,55.37,90.0,1.5,0.08,0.08,0.6,0.15,0.9,1.43,1.35,3.61,1.35
Sebastian Nanasi,Strasbourg,AM,22.0,18.0,17.0,1358.0,15.1,0.27,0.25,0.93,0.2,0.17,0.42,3.05,32.94,77.9,5.37,2.52,0.8,3.18,5.17,0.86,0.33,1.06,0.6,0.13
Sekou Mara,Strasbourg,FW,22.0,17.0,6.0,620.0,6.9,0.15,0.16,2.18,0.15,0.15,0.29,1.45,21.05,71.0,1.16,0.73,1.6,2.76,5.08,1.31,0.44,1.02,0.29,2.32
Sergio Akieme,Reims,FB,27.0,17.0,16.0,1419.0,15.8,0.06,0.03,0.95,0.06,0.06,0.1,1.01,38.5,79.4,2.41,1.9,0.57,1.21,3.74,1.4,0.76,1.14,2.79,0.82
