PlayerName,Pos,Non_Penalty_Goals,npxG_Non_Penalty_xG,Shots_Total,Assists,xAG_Exp_Assisted_Goals,npxG_plus_xAG,Shot_Creating_Actions,Passes_Attempted,Pass_Completion_Percentage,Progressive_Passes,Progressive_Carries,Successful_Take_Ons,Touches_Att_Pen,Progressive_Passes_Rec,Tackles,Interceptions,Blocks,Clearances,Aerials_Won
Isaac Romero,FW,0.13,0.24,2.38,0.13,0.11,0.35,1.61,19.29,70.3,1.09,0.96,0.84,4.31,4.5,0.45,0.19,0.84,1.09,1.41
Adrià Pedrosa,FB,0.08,0.02,0.77,0.08,0.05,0.07,1.62,48.21,73.9,2.86,1.24,0.62,0.7,3.86,2.47,0.93,1.7,3.24,0.46
Albert Sambi Lokonga,MF,0.0,0.02,0.56,0.16,0.04,0.06,1.69,58.01,89.7,5.48,1.53,0.24,0.89,1.13,1.45,0.56,0.64,1.45,1.93
Djibril Sow,MF,0.08,0.15,1.07,0.08,0.05,0.19,2.47,43.97,87.5,5.43,1.07,0.25,1.56,2.55,0.66,0.91,0.41,0.74,1.24
Lucien Agoume,MF,0.0,0.02,0.44,0.0,0.05,0.07,2.1,53.89,80.7,4.64,1.14,0.96,0.79,1.14,2.63,1.67,1.49,1.23,1.75
Kike Salas,CB,0.0,0.02,0.58,0.19,0.05,0.07,1.06,66.22,77.8,3.08,0.48,0.1,0.77,1.16,1.73,1.64,1.35,4.14,3.56
Peque,AM,0.0,0.16,1.15,0.11,0.14,0.3,2.75,26.83,79.5,2.52,1.03,0.69,2.64,3.1,1.03,0.8,1.26,0.46,0.57
Saúl Ñíguez,MF,0.11,0.22,3.22,0.44,0.19,0.41,3.56,38.11,79.3,4.0,0.78,0.56,3.89,2.89,2.89,1.11,1.78,1.33,1.67
Juanlu Sánchez,AM,0.24,0.16,1.07,0.24,0.1,0.25,1.91,33.26,81.4,2.98,1.79,0.24,2.03,3.58,1.67,0.95,0.6,0.95,0.95
Chidera Ejuke,AM,0.15,0.12,2.11,0.0,0.2,0.3,4.68,43.49,80.2,3.78,8.46,5.44,4.08,9.97,1.06,0.15,1.36,0.3,0.45
Tanguy Nianzou,CB,0.0,0.03,0.35,0.0,0.0,0.03,0.17,54.56,90.8,1.74,0.7,0.52,1.04,0.0,1.22,1.39,0.17,4.69,2.95
Marcão,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.39,50.11,87.8,3.34,0.0,0.0,0.39,0.0,1.77,1.18,1.77,5.11,2.55
Carl Starfelt,CB,0.06,0.02,0.22,0.0,0.01,0.02,0.61,61.77,93.1,2.21,0.17,0.0,0.5,0.06,1.33,1.38,1.16,5.04,2.21
Óscar Mingueza,MF,0.12,0.04,0.96,0.3,0.26,0.3,3.12,68.25,75.1,5.29,2.64,1.02,1.38,5.65,1.2,0.66,0.96,1.32,0.42
Fran Beltrán,MF,0.07,0.03,0.73,0.0,0.07,0.09,1.39,54.15,88.3,5.15,0.86,0.4,0.46,0.99,1.78,0.79,1.32,1.32,0.86
Borja Iglesias,FW,0.38,0.35,1.73,0.0,0.08,0.44,1.5,21.2,73.0,1.2,0.6,0.6,3.38,4.06,0.45,0.23,0.53,0.45,0.6
Marcos Alonso,CB,0.0,0.04,0.93,0.0,0.02,0.07,1.13,76.53,87.1,6.47,1.8,0.47,0.73,1.87,1.07,1.13,0.8,4.33,2.6
Javi Rodríguez,CB,0.07,0.03,0.33,0.13,0.05,0.07,1.0,64.01,85.4,4.34,1.07,0.13,0.74,1.54,2.27,1.47,0.94,3.34,1.67
